,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS
137,London Perrantes,AUS,14,25.1,6.7,2.6,7.5,0.34299999999999997,1.0,3.4,0.292,0.4,0.4,1.0,0.3,1.6,1.9,5.6,1.4,0.0,1.8,1.7,0.43799999999999994,0.41,163.5,1.2,6.9,4.0,30.3,18.9,2.7,0.0,16.1,8.0,0.9,96.9,113.2,-16.4,95.6,10.1,0.20199999999999999,3.2,0.8,0.0,9,5,0.643,-0.2,0.3,0.1
138,Reggie Perry,LIN,15,28.8,18.1,6.7,12.8,0.521,0.8,2.5,0.324,2.3,2.9,0.773,2.3,6.5,8.9,2.9,0.5,0.6,2.9,2.7,0.643,0.552,161.8,9.0,24.8,17.0,18.3,17.2,0.9,2.0,26.3,-3.5,1.4,105.9,113.1,-7.2,216.5,19.9,0.254,1.0,0.2,0.2,7,8,0.467,0.3,0.3,0.6
139,Dom Pointer,CLE,14,27.6,10.7,4.0,7.5,0.5329999999999999,0.9,2.9,0.317,1.1,1.4,0.8420000000000001,0.6,4.3,4.9,3.4,1.7,1.8,1.6,2.7,0.662,0.595,169.3,2.2,17.0,9.5,17.9,16.3,3.1,5.6,15.7,2.5,1.4,116.9,109.3,7.7,172.1,19.8,0.185,2.1,1.1,0.2,5,9,0.35700000000000004,0.6,0.5,1.0
140,Aleksej Pokusevski,OKL,13,25.2,7.9,3.0,9.6,0.312,1.3,4.8,0.27,0.3,0.5,0.5710000000000001,1.5,5.8,7.3,4.0,0.8,1.1,3.7,1.5,0.402,0.38,115.3,5.8,21.0,13.8,20.0,27.3,1.5,3.6,21.5,-3.9,0.8,78.4,105.6,-27.2,102.1,7.3,0.16,1.1,0.2,0.1,7,6,0.5379999999999999,-1.0,0.5,-0.5
141,Jordan Poole,SCW,11,33.4,22.4,7.2,15.9,0.451,2.4,7.3,0.325,3.5,3.8,0.929,0.7,4.5,5.3,3.6,0.5,0.2,4.5,3.5,0.636,0.526,170.5,2.6,14.1,8.8,18.5,20.2,0.7,0.5,29.0,-6.1,1.4,98.4,111.5,-13.1,123.5,13.6,0.27899999999999997,0.8,0.1,0.2,8,3,0.727,-0.2,0.3,0.1
142,Jontay Porter,MHU,9,16.8,7.4,2.9,8.4,0.342,0.8,4.2,0.184,0.6,1.0,0.556,1.4,3.2,4.7,1.2,1.0,1.2,1.1,1.4,0.419,0.38799999999999996,108.2,8.0,21.5,14.1,11.2,11.1,2.9,6.5,24.9,-1.8,0.9,86.5,101.0,-14.5,55.9,14.0,0.10400000000000001,1.1,0.9,0.1,3,6,0.33299999999999996,-0.3,0.3,0.0
143,"Kevin Porter, Jr.",RGV,15,36.0,24.1,8.6,19.2,0.44799999999999995,2.6,8.1,0.32,2.6,3.3,0.78,1.3,5.2,6.5,7.2,1.5,0.4,4.7,1.5,0.5820000000000001,0.516,154.8,3.6,14.3,9.1,32.0,18.6,2.1,0.9,29.9,0.2,1.3,103.9,110.1,-6.2,258.3,19.1,0.381,1.5,0.3,0.2,9,6,0.6,0.2,0.6,0.8
144,Myles Powell,WES,13,28.1,17.8,6.2,13.9,0.44799999999999995,2.8,6.4,0.446,1.4,1.7,0.818,0.2,3.1,3.3,4.0,1.7,0.2,2.5,2.3,0.606,0.55,171.1,0.8,11.7,6.1,22.3,14.8,2.9,0.7,26.2,0.4,1.3,105.0,112.6,-7.6,149.0,18.1,0.247,1.6,0.7,0.1,6,7,0.462,0.2,0.3,0.5
145,Raphiael Putney,IWA,10,15.3,7.4,2.8,6.0,0.467,0.5,2.3,0.217,0.7,1.0,0.7,1.5,3.7,5.2,0.9,0.6,1.1,1.3,2.3,0.575,0.508,138.4,10.3,24.5,17.6,8.8,16.8,1.9,6.3,21.2,-4.5,1.2,101.5,108.2,-6.7,69.5,17.9,0.09,0.7,0.5,0.2,3,7,0.3,0.0,0.2,0.2
146,Trevelin Queen,RGV,15,20.0,10.0,4.0,8.7,0.45799999999999996,1.3,4.7,0.282,0.4,0.6,0.667,1.0,1.3,2.3,1.2,1.2,0.1,1.1,1.9,0.556,0.534,140.6,5.1,6.6,5.9,9.0,11.2,2.9,0.6,21.4,-1.7,1.1,105.6,111.0,-5.4,85.4,15.2,0.125,1.1,1.1,0.1,9,6,0.6,0.1,0.3,0.4
147,Ivan Rabb,DEL,15,16.2,5.3,2.0,3.6,0.556,0.1,0.4,0.33299999999999996,0.7,0.9,0.769,1.9,3.9,5.7,1.3,0.9,0.6,0.7,2.9,0.67,0.574,165.8,11.4,26.4,18.5,11.0,14.3,2.6,3.5,12.0,1.3,1.5,127.1,102.9,24.2,116.6,18.8,0.08,2.0,1.3,0.2,10,5,0.667,0.5,0.5,0.9
148,Jahmi'us Ramsey,ACC,12,21.0,9.8,3.5,9.8,0.35600000000000004,1.1,4.8,0.22399999999999998,1.0,1.2,0.857,0.5,2.0,2.5,0.9,0.6,0.0,1.3,1.0,0.47100000000000003,0.41100000000000003,143.7,2.4,10.4,6.3,7.2,10.8,1.4,0.0,24.0,-3.1,1.0,87.6,112.7,-25.2,44.3,7.9,0.11900000000000001,0.7,0.5,0.1,3,9,0.25,-0.5,0.2,-0.3
149,Levi Randolph,CLE,15,30.5,12.9,4.5,10.0,0.447,1.9,4.4,0.424,1.3,1.5,0.87,1.0,3.0,4.0,2.6,0.7,0.3,1.5,2.1,0.606,0.54,174.0,3.5,10.6,7.0,12.7,12.6,1.2,0.9,17.9,0.7,1.3,110.5,118.8,-8.4,138.1,13.9,0.179,1.7,0.5,0.2,5,10,0.33299999999999996,0.4,0.0,0.5
150,Josh Reaves,RGV,15,24.0,12.0,4.4,9.2,0.478,1.9,5.0,0.387,0.8,1.1,0.75,1.5,2.8,4.3,2.7,1.1,0.3,1.5,2.0,0.621,0.583,161.5,6.5,11.6,9.1,16.3,13.2,2.2,0.9,19.6,1.3,1.3,118.0,110.8,7.2,148.0,18.7,0.17,1.8,0.7,0.1,9,6,0.6,0.7,0.4,1.0
151,"Paul Reed, Jr.",DEL,15,31.5,22.3,9.6,16.3,0.588,1.6,3.6,0.444,1.0,1.3,0.789,4.6,7.2,11.8,2.3,1.9,1.8,2.6,4.1,0.659,0.637,182.2,14.4,25.3,19.5,13.1,13.3,2.9,5.4,25.8,-3.2,1.4,121.2,101.1,20.1,314.1,30.6,0.285,0.9,0.7,0.1,10,5,0.667,1.4,1.0,2.4
152,Isaiah Reese,SCW,14,22.4,8.3,3.1,7.1,0.44,1.1,3.0,0.381,0.6,0.9,0.6920000000000001,0.3,3.4,3.6,4.5,1.0,0.1,2.1,2.0,0.5489999999999999,0.52,151.3,1.5,15.1,8.9,30.0,22.1,2.2,0.6,19.4,3.9,1.2,103.3,106.0,-2.7,110.4,13.6,0.195,2.1,0.5,0.1,11,3,0.7859999999999999,0.1,0.5,0.6
153,Nate Renfro,AUS,15,24.9,4.4,1.8,4.3,0.42200000000000004,0.2,1.3,0.15,0.3,0.8,0.41700000000000004,1.9,3.3,5.3,3.8,1.4,1.9,1.7,3.3,0.47600000000000003,0.445,98.9,7.8,14.1,10.9,19.9,27.3,2.8,6.8,10.9,3.2,1.0,100.0,105.0,-5.0,135.5,13.7,0.138,2.2,0.8,0.2,10,5,0.667,-0.1,0.6,0.6
154,Cam Reynolds,AUS,14,29.0,16.1,6.0,14.6,0.41200000000000003,2.2,6.6,0.337,1.1,1.3,0.833,1.1,3.4,4.6,1.5,0.6,0.4,1.7,2.0,0.531,0.488,158.2,3.9,12.4,8.1,8.2,10.2,1.0,1.3,24.7,-2.5,1.1,97.8,114.0,-16.3,114.3,12.5,0.18600000000000003,0.9,0.3,0.1,9,5,0.643,-0.2,0.3,0.0
155,Nick Richards,GBO,9,26.3,17.0,5.9,11.3,0.52,0.8,1.6,0.5,2.7,3.3,0.8,3.7,6.7,10.3,0.9,0.4,3.0,2.6,2.6,0.664,0.5539999999999999,182.0,13.1,26.2,19.3,5.7,16.6,0.8,9.6,24.4,-7.3,1.5,107.5,108.2,-0.7,147.8,24.3,0.172,0.3,0.2,0.3,3,6,0.33299999999999996,0.2,0.3,0.5
156,Malachi Richardson,CLE,14,19.9,8.4,2.7,6.7,0.40399999999999997,1.9,4.3,0.45,0.6,1.0,0.5710000000000001,0.4,2.6,2.9,1.2,0.5,0.0,0.9,1.9,0.589,0.5479999999999999,142.6,1.9,13.8,7.9,8.9,10.7,1.3,0.0,18.1,-0.2,1.3,105.2,118.4,-13.1,72.8,11.7,0.099,1.4,0.6,0.1,5,9,0.35700000000000004,0.1,0.0,0.1
157,Grant Riller,GBO,11,25.7,13.1,4.5,9.3,0.49,2.2,4.7,0.462,1.2,1.4,0.867,0.3,1.5,1.7,3.5,1.1,0.2,2.3,0.8,0.6629999999999999,0.608,181.8,1.0,5.7,3.3,21.2,18.7,2.0,0.6,19.6,0.1,1.4,109.7,116.8,-7.0,99.4,15.5,0.20600000000000002,1.5,0.5,0.1,4,7,0.364,0.3,0.1,0.3
158,Jeff Roberson,GBO,11,20.8,8.0,3.2,6.0,0.53,0.8,1.8,0.45,0.5,0.9,0.5,1.2,2.7,3.9,1.2,0.5,0.0,1.0,2.5,0.625,0.598,148.0,5.4,13.2,9.2,8.6,13.5,1.0,0.0,14.7,-1.0,1.3,111.4,117.0,-5.6,63.8,12.3,0.11199999999999999,1.2,0.5,0.2,4,7,0.364,0.2,0.1,0.3
159,Devin Robinson,FWN,14,25.8,15.1,6.1,9.2,0.667,0.3,0.8,0.364,1.4,2.3,0.625,3.3,5.3,8.6,0.8,1.0,0.9,2.0,3.3,0.737,0.682,165.5,12.1,20.7,16.3,5.0,16.4,1.8,2.9,19.4,-5.6,1.6,120.1,105.0,15.1,189.8,23.6,0.168,0.4,0.5,0.2,6,8,0.429,0.7,0.6,1.3
160,"Galen Robinson, Jr.",AUS,8,24.7,7.8,3.8,7.4,0.508,0.0,0.6,0.0,0.1,1.0,0.125,0.5,2.6,3.1,6.4,1.4,0.3,1.0,1.3,0.496,0.508,63.3,2.0,11.2,6.5,39.8,11.3,2.8,0.9,15.6,13.5,1.1,115.5,111.6,3.9,85.5,17.6,0.263,6.4,1.4,0.1,4,4,0.5,0.3,0.2,0.5
161,Justin Robinson,DEL,13,31.1,15.5,5.2,13.5,0.389,2.3,5.8,0.4,1.7,2.7,0.629,0.3,3.1,3.4,6.0,1.7,0.4,2.1,2.3,0.53,0.474,141.7,1.0,11.2,5.8,26.9,12.4,2.6,1.2,22.5,6.1,1.2,104.7,110.6,-5.9,154.6,15.3,0.264,2.9,0.8,0.2,9,4,0.6920000000000001,0.2,0.4,0.6
162,Andrew Rowsey,LAK,14,26.3,13.9,4.9,11.6,0.42,2.2,6.1,0.365,1.1,1.5,0.762,0.4,2.9,3.2,3.7,0.9,0.2,2.1,2.0,0.5660000000000001,0.515,154.6,1.4,10.6,6.2,22.7,14.9,1.8,0.7,23.9,1.3,1.2,101.4,107.5,-6.1,123.6,14.4,0.221,1.7,0.4,0.1,9,5,0.643,0.0,0.5,0.5
163,Luka Samanic,AUS,6,32.8,21.8,8.2,18.5,0.441,1.8,6.2,0.297,2.5,3.5,0.7140000000000001,2.7,8.7,11.3,2.2,0.2,0.2,3.3,3.2,0.545,0.491,145.3,8.4,27.0,17.8,9.8,14.3,0.2,0.5,29.2,-5.6,1.2,98.6,109.0,-10.4,80.4,15.6,0.23399999999999999,0.7,0.1,0.2,6,0,1.0,-0.1,0.2,0.1
164,Admiral Schofield,GBO,14,26.2,10.1,4.1,10.9,0.382,1.1,4.7,0.22699999999999998,0.4,0.6,0.667,1.0,4.8,5.8,2.1,0.5,0.4,2.5,2.4,0.452,0.431,127.6,3.6,18.6,10.8,12.1,18.3,0.9,1.2,21.6,-4.1,0.9,81.7,115.0,-33.2,76.9,6.9,0.16,0.8,0.2,0.1,4,10,0.28600000000000003,-0.9,0.2,-0.7
165,Mike Scott,SLC,12,23.7,9.7,4.0,10.4,0.384,0.7,3.6,0.18600000000000003,0.5,0.5,1.0,0.4,2.1,2.5,3.8,0.8,0.0,1.5,0.5,0.45399999999999996,0.41600000000000004,157.0,1.7,9.9,5.5,28.2,12.4,1.8,0.0,23.3,4.4,0.9,90.1,114.6,-24.5,77.8,11.2,0.221,2.5,0.6,0.0,1,11,0.083,-0.5,0.2,-0.3
166,Shannon Scott,LIN,15,24.2,4.3,1.7,4.1,0.40299999999999997,0.8,2.7,0.3,0.1,0.1,0.5,0.7,2.6,3.3,4.4,1.1,0.2,1.5,1.5,0.509,0.5,120.3,3.4,11.8,7.6,25.3,26.8,2.2,0.8,10.5,5.9,1.0,106.2,114.8,-8.6,108.0,10.8,0.16,2.9,0.7,0.0,7,8,0.467,0.1,0.2,0.3
167,Tre Scott,SLC,15,29.2,10.1,3.9,8.7,0.44299999999999995,1.1,3.6,0.29600000000000004,0.7,0.9,0.7140000000000001,1.5,3.7,5.3,1.9,1.0,0.6,1.5,2.3,0.55,0.504,145.3,5.3,14.5,9.6,10.8,13.8,1.8,2.0,16.5,-0.6,1.2,100.9,110.1,-9.1,126.5,12.7,0.162,1.3,0.7,0.1,4,11,0.267,0.0,0.5,0.4
168,Nate Sestina,LIN,15,19.8,7.7,2.6,6.6,0.39399999999999996,1.7,5.1,0.325,0.4,0.6,0.667,0.5,2.2,2.7,0.7,0.3,0.3,0.7,2.9,0.5579999999999999,0.52,138.5,3.0,12.2,7.6,5.7,9.7,0.8,1.6,17.1,-1.3,1.2,100.3,117.3,-17.0,58.6,9.4,0.08800000000000001,1.0,0.5,0.1,7,8,0.467,0.0,0.1,0.0
169,Simi Shittu,WES,13,26.7,14.5,6.2,11.1,0.556,0.2,0.6,0.375,1.2,2.8,0.405,3.8,6.3,10.1,1.5,1.0,0.8,1.7,2.5,0.586,0.5660000000000001,133.6,14.2,26.0,19.8,8.3,12.1,1.8,2.5,22.4,-2.6,1.3,112.2,112.9,-0.8,180.6,21.7,0.17800000000000002,0.9,0.6,0.3,7,6,0.5379999999999999,0.5,0.3,0.7
170,Kobi Simmons,GBO,15,32.9,18.3,6.4,15.7,0.409,1.9,4.9,0.37799999999999995,2.5,3.5,0.7120000000000001,1.3,3.9,5.1,6.1,1.1,0.2,3.3,2.3,0.5329999999999999,0.46799999999999997,149.8,3.7,11.8,7.6,29.9,16.2,1.5,0.5,26.1,2.1,1.2,98.9,115.6,-16.7,184.3,14.5,0.32,1.8,0.3,0.2,5,10,0.33299999999999996,-0.2,0.2,0.0
171,Zavier Simpson,OKL,15,28.5,9.8,4.1,9.1,0.445,0.7,2.6,0.282,0.6,1.0,0.6,0.7,3.7,4.3,6.1,0.9,0.1,2.2,2.1,0.512,0.485,132.7,2.3,11.8,7.2,28.4,18.7,1.5,0.2,16.7,6.4,1.1,107.0,111.7,-4.7,147.9,12.5,0.235,2.8,0.4,0.1,8,7,0.5329999999999999,0.2,0.4,0.6
172,Alen Smailagic,SCW,10,17.0,7.5,3.1,6.0,0.517,0.3,2.0,0.15,0.6,0.9,0.667,1.1,3.3,4.4,1.5,0.4,0.8,2.0,1.9,0.586,0.542,133.3,7.8,19.8,14.3,13.9,23.8,1.2,4.4,22.6,-6.1,1.3,95.3,104.9,-9.6,59.9,14.2,0.11599999999999999,0.8,0.2,0.2,9,1,0.9,-0.2,0.3,0.1
173,Jalen Smith,ACC,6,16.3,8.3,3.2,8.2,0.38799999999999996,0.7,2.7,0.25,0.8,1.3,0.625,1.3,3.3,4.7,0.7,0.3,0.5,0.8,1.3,0.47600000000000003,0.429,126.3,9.0,23.6,16.2,7.1,8.7,1.0,3.0,26.3,-2.5,1.0,94.6,111.4,-16.8,33.3,14.2,0.10300000000000001,0.8,0.4,0.2,2,4,0.33299999999999996,-0.1,0.1,0.0
174,Xavier Sneed,GBO,13,23.3,8.1,2.4,6.6,0.36,1.3,4.7,0.27899999999999997,1.1,1.2,0.875,1.0,3.0,4.0,1.8,1.8,0.4,0.5,1.5,0.564,0.45899999999999996,151.4,4.1,12.6,8.3,11.1,7.0,3.7,1.4,13.7,2.9,1.2,109.8,108.9,0.8,112.8,14.3,0.10800000000000001,3.4,3.4,0.2,5,8,0.385,0.2,0.4,0.6
175,Omari Spellman,ERI,14,20.8,7.9,2.8,7.5,0.371,1.1,4.3,0.25,0.7,0.9,0.833,1.3,3.7,5.0,1.9,0.9,1.1,1.1,1.8,0.503,0.44299999999999995,145.5,7.0,17.6,12.6,12.2,12.0,2.2,4.7,18.7,1.0,1.1,100.4,104.2,-3.8,113.3,14.4,0.11,1.8,0.9,0.1,11,3,0.7859999999999999,0.0,0.5,0.5
176,Cassius Stanley,FWN,12,27.9,12.7,5.2,12.4,0.41600000000000004,1.3,5.0,0.267,0.7,1.3,0.5329999999999999,0.7,2.6,3.3,1.7,0.8,0.3,1.8,1.7,0.488,0.47,121.6,2.3,9.4,5.7,9.4,11.9,1.3,1.1,22.0,-2.3,1.0,91.5,110.6,-19.1,67.9,9.6,0.17,1.0,0.4,0.1,5,7,0.41700000000000004,-0.4,0.4,-0.1
177,Nik Stauskas,RAP,15,32.1,18.1,5.6,13.2,0.424,3.3,8.9,0.368,2.2,2.4,0.917,1.0,3.3,4.3,3.6,1.0,0.6,1.8,1.3,0.634,0.5479999999999999,170.9,3.4,10.7,7.1,14.9,11.2,1.5,1.8,21.1,1.8,1.4,117.4,116.7,0.7,201.8,17.6,0.205,2.0,0.6,0.2,12,3,0.8,0.9,0.2,1.1
178,David Stockton,MHU,15,29.5,14.3,5.5,12.5,0.439,1.7,5.0,0.34700000000000003,1.1,1.5,0.773,0.9,2.7,3.7,5.6,1.0,0.2,2.5,2.6,0.544,0.508,155.8,3.0,9.8,6.2,29.0,15.8,1.6,0.6,22.0,4.2,1.1,106.2,110.7,-4.6,155.8,15.2,0.27399999999999997,2.3,0.4,0.1,6,9,0.4,0.3,0.5,0.7
179,Dwayne Sutton,SCW,5,22.7,7.0,2.4,5.4,0.444,0.8,3.4,0.235,0.8,1.6,0.5,1.6,6.4,8.0,1.0,1.0,0.2,2.0,2.6,0.573,0.519,118.0,8.2,29.2,19.3,6.6,24.7,2.1,0.7,15.6,-5.8,1.3,90.7,108.6,-18.0,38.3,10.5,0.091,0.5,0.5,0.3,2,3,0.4,-0.1,0.1,0.0
180,Ryan Taylor,SCW,14,25.1,8.6,2.9,6.9,0.42700000000000005,2.3,5.3,0.43200000000000005,0.4,0.4,0.833,0.6,1.9,2.4,0.4,0.8,0.1,0.7,2.0,0.613,0.594,169.3,2.8,7.5,5.3,2.4,9.2,1.6,0.5,13.9,-1.7,1.3,110.2,112.5,-2.3,69.3,10.4,0.085,0.6,1.1,0.1,11,3,0.7859999999999999,0.2,0.3,0.5
181,Emanuel Terry,ACC,15,28.5,10.8,4.7,7.3,0.636,0.0,0.0,0.0,1.0,1.5,0.652,4.0,6.4,10.4,1.5,0.8,0.8,1.9,3.1,0.674,0.636,128.9,14.4,24.2,19.2,8.1,18.9,1.4,2.5,15.0,-3.2,1.5,121.0,108.0,12.9,197.9,20.2,0.159,0.8,0.4,0.2,5,10,0.33299999999999996,0.8,0.6,1.4
182,Tyrell Terry,MHU,13,29.4,14.7,4.9,11.6,0.424,1.5,4.5,0.33899999999999997,1.6,2.0,0.8079999999999999,0.8,4.2,5.1,3.2,1.1,0.0,2.3,1.5,0.588,0.49,157.1,2.8,14.7,8.6,16.0,15.6,1.7,0.0,21.1,-0.7,1.3,99.1,107.3,-8.2,135.8,12.9,0.201,1.4,0.5,0.2,6,7,0.462,-0.1,0.5,0.4
183,Jon Teske,LAK,15,19.8,6.7,2.7,6.7,0.406,0.5,2.1,0.25,0.5,0.5,0.875,1.8,1.7,3.5,1.4,0.8,0.9,0.9,2.2,0.483,0.446,153.1,9.6,8.4,9.0,10.5,11.1,2.0,3.9,17.4,0.3,1.0,101.4,106.1,-4.7,84.5,13.3,0.106,1.6,0.9,0.1,9,6,0.6,0.0,0.5,0.5
184,Brodric Thomas,CLE,14,33.5,18.5,6.9,15.5,0.447,3.1,7.4,0.413,0.9,1.5,0.5710000000000001,1.6,5.6,7.3,3.5,1.9,1.1,3.2,2.9,0.5720000000000001,0.546,143.2,4.9,17.3,11.0,17.0,16.6,2.7,2.9,24.7,-2.6,1.2,101.6,109.7,-8.1,196.1,18.2,0.264,1.1,0.6,0.1,4,10,0.28600000000000003,0.0,0.5,0.5
185,Khyri Thomas,AUS,7,18.6,13.9,5.4,11.3,0.48100000000000004,2.3,5.0,0.457,0.4,0.4,1.0,0.6,2.9,3.4,0.6,1.0,0.1,0.4,1.4,0.604,0.5820000000000001,193.8,3.0,15.6,9.1,5.8,3.6,2.7,0.6,27.9,-0.3,1.2,110.2,108.1,2.1,59.6,22.7,0.152,1.3,2.3,0.0,5,2,0.7140000000000001,0.1,0.2,0.3
186,Tres Tinkle,RAP,14,16.5,8.2,3.1,6.3,0.5,0.8,2.4,0.324,0.6,0.9,0.75,1.3,2.4,3.7,1.3,1.1,0.2,0.5,1.7,0.616,0.563,157.4,8.5,15.3,12.0,10.7,7.0,3.3,1.2,18.4,2.1,1.3,123.7,110.0,13.7,106.0,20.5,0.1,2.6,2.3,0.1,11,3,0.7859999999999999,0.5,0.3,0.8
187,Isaiah Todd,IGN,15,24.4,12.3,4.9,11.1,0.43700000000000006,1.1,3.1,0.36200000000000004,0.9,1.1,0.8240000000000001,0.8,4.1,4.9,0.8,0.5,0.7,1.5,2.5,0.53,0.488,162.2,3.7,17.5,10.8,5.1,11.6,0.9,2.8,23.2,-4.1,1.1,95.1,111.9,-16.8,99.1,12.3,0.14,0.5,0.3,0.1,8,7,0.5329999999999999,-0.3,0.3,0.0
188,Axel Toupane,SCW,9,31.7,17.9,6.2,11.4,0.544,1.9,4.9,0.386,1.9,2.6,0.7390000000000001,1.0,7.0,8.0,3.3,1.7,0.1,2.0,2.0,0.7120000000000001,0.626,166.9,3.8,23.3,14.2,17.2,13.7,2.6,0.3,20.6,0.7,1.6,118.6,100.9,17.6,150.4,21.3,0.24600000000000002,1.7,0.8,0.2,6,3,0.667,0.6,0.6,1.2
189,Allonzo Trier,IWA,9,26.3,12.0,4.0,10.2,0.391,1.4,6.0,0.24100000000000002,1.4,2.4,0.591,0.3,3.9,4.2,2.8,0.4,0.3,2.2,2.0,0.531,0.462,122.3,1.4,15.1,8.4,16.4,16.4,0.8,1.2,22.4,-1.4,1.2,90.9,114.3,-23.4,63.0,9.4,0.17600000000000002,1.3,0.2,0.2,0,9,0.0,-0.3,0.1,-0.2
190,Jahlil Tripp,MHU,15,22.7,6.7,2.5,5.9,0.42700000000000005,0.7,2.5,0.297,0.5,0.9,0.5710000000000001,1.1,3.3,4.3,2.0,0.9,0.3,1.9,2.4,0.531,0.489,129.6,4.4,15.2,9.5,12.1,23.4,1.8,1.1,15.2,-2.6,1.1,91.0,108.3,-17.3,81.8,8.9,0.11199999999999999,1.0,0.4,0.2,6,9,0.4,-0.3,0.4,0.1
191,Dakarai Tucker,IWA,13,26.0,11.1,3.9,8.5,0.45899999999999996,2.6,6.6,0.395,0.3,0.4,0.8,0.7,2.7,3.4,2.3,1.1,0.4,2.0,2.5,0.636,0.613,165.5,2.9,10.6,6.9,13.8,18.7,2.0,1.4,18.0,-1.8,1.3,105.4,114.4,-9.0,100.6,13.7,0.162,1.2,0.5,0.0,2,11,0.154,0.1,0.2,0.3
192,Rayjon Tucker,DEL,15,33.0,19.4,5.9,13.8,0.43,1.5,5.1,0.303,3.5,4.3,0.828,0.5,4.3,4.7,4.1,1.2,0.4,3.1,2.4,0.619,0.486,156.1,1.4,14.3,7.5,18.1,16.4,1.7,1.1,23.7,-0.9,1.4,101.3,109.9,-8.7,188.8,14.4,0.24100000000000002,1.3,0.4,0.3,10,5,0.667,0.0,0.6,0.5
193,Breein Tyree,RAP,9,22.8,9.6,3.4,7.9,0.43700000000000006,1.1,3.3,0.33299999999999996,0.8,1.1,0.7,0.2,0.9,1.1,3.2,0.4,0.2,1.8,2.0,0.57,0.507,147.0,1.0,3.9,2.5,18.7,17.5,0.9,0.9,18.6,1.6,1.2,103.3,121.6,-18.3,47.0,9.8,0.152,1.8,0.3,0.1,6,3,0.667,0.0,0.0,0.0
194,Jarrod Uthoff,ERI,14,30.1,14.9,5.6,11.2,0.503,2.1,5.4,0.382,1.0,1.3,0.778,1.5,7.3,8.8,3.0,0.9,0.9,1.3,1.6,0.634,0.596,166.3,5.6,24.1,15.4,14.6,9.8,1.5,2.6,19.0,2.4,1.3,121.2,104.9,16.3,221.0,20.9,0.207,2.3,0.7,0.1,11,3,0.7859999999999999,0.9,0.7,1.6
195,Tyrone Wallace,ACC,11,31.6,16.6,5.7,12.6,0.45299999999999996,1.1,3.8,0.28600000000000003,2.3,3.5,0.6579999999999999,1.5,4.7,6.3,3.3,1.5,0.3,3.9,3.2,0.588,0.496,139.7,5.0,16.1,10.4,17.1,21.6,2.3,0.8,24.8,-5.6,1.3,93.3,111.6,-18.3,115.0,13.6,0.237,0.8,0.4,0.3,3,8,0.273,-0.4,0.3,-0.1
196,Julian Washburn,DEL,14,22.9,7.9,3.0,7.1,0.42,1.7,4.8,0.358,0.1,0.2,0.667,0.5,2.1,2.6,1.4,0.6,0.4,0.6,1.3,0.5479999999999999,0.54,144.5,2.2,10.1,5.9,8.4,8.2,1.2,1.5,14.4,1.3,1.1,110.3,113.9,-3.6,78.6,11.1,0.105,2.2,0.9,0.0,9,5,0.643,0.2,0.2,0.4
197,Kaleb Wesson,SCW,11,26.8,11.7,4.0,7.5,0.53,1.3,4.0,0.318,1.6,1.8,0.9,1.9,8.0,9.9,2.7,1.0,0.9,1.7,2.4,0.703,0.614,174.8,8.5,31.1,20.6,15.6,17.1,1.8,3.0,16.5,0.3,1.6,123.1,101.7,21.3,165.3,20.8,0.174,1.6,0.6,0.2,8,3,0.727,0.6,0.6,1.2
198,Andrew White,WES,15,18.8,5.2,2.1,4.9,0.419,0.6,2.4,0.25,0.3,0.6,0.556,0.4,2.1,2.5,0.7,0.7,0.2,0.6,1.8,0.5,0.48,122.4,2.1,12.0,6.9,4.7,10.3,1.7,0.9,13.3,-0.8,1.1,96.0,116.9,-20.9,48.9,8.0,0.065,1.1,1.1,0.1,7,8,0.467,-0.1,0.1,0.0
199,Paul White,SLC,8,25.4,9.9,3.8,10.0,0.375,1.3,4.9,0.256,0.9,0.9,1.0,1.3,3.3,4.5,1.4,0.9,0.3,1.5,2.4,0.475,0.43799999999999994,163.1,4.9,15.2,9.6,9.0,12.6,1.8,1.0,21.1,-2.4,1.0,91.3,115.2,-23.9,44.4,10.6,0.141,0.9,0.6,0.1,1,7,0.125,-0.3,0.1,-0.2
200,Lindell Wigginton,IWA,15,34.9,17.1,6.0,14.1,0.42700000000000005,2.3,7.3,0.312,1.8,2.6,0.6920000000000001,0.6,3.5,4.1,5.4,0.7,0.1,4.3,3.1,0.561,0.507,143.1,1.9,10.3,6.2,24.5,22.2,1.0,0.4,24.4,-2.1,1.2,94.0,117.7,-23.6,137.9,10.6,0.293,1.2,0.2,0.2,2,13,0.133,-0.6,0.1,-0.5
201,Emmitt Williams,ACC,13,12.3,4.2,1.6,3.2,0.5,0.2,0.5,0.5,0.4,0.5,0.833,1.8,2.4,4.2,0.3,0.4,0.4,1.2,1.4,0.616,0.536,183.3,14.6,20.7,17.6,3.7,25.2,1.6,2.8,16.0,-7.8,1.3,100.0,108.8,-8.9,57.5,14.3,0.049,0.3,0.3,0.1,5,8,0.385,0.0,0.2,0.2
