"","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","TS%","eFG%","Total S %","ORB%","DRB%","TRB%","AST%","TOV%","STL%","BLK%","USG%","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","HOB","Ast/TO","Stl/TO","FT/FGA","W's","L's","Win %","OWS","DWS","WS","CalledUp","Pos","WT","HT","Draft","pic"
"97","Louis King","WES",15,32.2,13.7,5,9.6,0.521,1.7,3.8,0.456,1.1,1.4,0.81,1,3.9,4.9,3,1.5,0.3,1.8,3.5,0.669,0.611,178.6,3.1,13,7.9,13,15,2.3,0.9,16,0.6,1.4,116.7,115.3,1.4,167.1,15.7,0.19,1.7,0.9,0.1,7,8,0.467,0.7,0.2,0.9,0,"SF",205,79,"Undrafted",188.25
"98","Jonathan Kuminga","IGN",13,32.8,15.8,5.5,14.3,0.387,1.2,5,0.246,2.3,3.7,0.625,1.2,6,7.2,2.7,1,0.8,2.6,2.1,0.497,0.43,125.8,3.9,19.3,11.8,12.4,14.1,1.5,2.3,24.2,-2.5,1.1,90,110,-20,133.5,11.5,0.206,1,0.4,0.3,7,6,0.538,-0.7,0.5,-0.2,0,"F",227,79,"Rnd 1",150.8
"99","Skal Labissiere","WES",9,11.8,5.7,2,4.4,0.45,0.1,0.6,0.2,0.9,0.9,1,0.9,1.9,2.8,0.2,0.3,0.8,0.6,2,0.586,0.463,165,7.6,17.2,12.3,2.6,10.3,1.3,5.6,19.4,-3.3,1.3,102.6,115.1,-12.5,36.8,14.6,0.051,0.4,0.6,0.2,4,5,0.444,0,0.1,0.1,0,"C",235,83,"Rnd 1",35.55
"100","Anthony Lamb","RGV",12,21.7,11.2,4.3,8.3,0.515,1.5,3.9,0.383,0.6,0.9,0.636,1.9,3.7,5.6,2.1,1,0.9,0.9,2.4,0.645,0.606,153.4,9.7,18,13.9,13.9,9.6,2.3,3.7,19.2,2.2,1.4,126.3,110.8,15.5,134.1,23.3,0.148,2.3,1.1,0.1,8,4,0.667,0.7,0.3,1,1,"PF",225,78,"Undrafted",141.6
"101","Jalen Lecque","FWN",14,30.3,14.3,5.1,13.1,0.388,1.3,4.9,0.261,1.6,2.7,0.605,0.9,2.6,3.6,3.3,1.1,0.3,2.3,2.6,0.501,0.437,125.4,2.9,8.9,5.8,16.2,13.8,1.7,0.8,22.4,-0.3,1.1,92.9,110.9,-17.9,104.3,10.2,0.206,1.4,0.5,0.2,5,9,0.357,-0.5,0.4,-0.1,0,"SG",185,76,"Undrafted",110.6
"102","Jeremy Lin","SCW",9,31.2,19.8,6.2,12.3,0.505,2.2,5.2,0.426,3.2,3.7,0.879,0.3,2.9,3.2,6.4,0.9,0.4,3.7,2,0.709,0.595,180.9,1.3,9,5.5,34.7,20.8,1.4,1.2,25.3,2,1.6,113.5,114.5,-0.9,132.9,19.6,0.33,1.8,0.2,0.3,5,4,0.556,0.5,0.2,0.7,0,"G",200,75,"Undrafted",162.45
"103","Naz Long","FWN",13,25.9,13.2,4.6,10.5,0.438,1.3,3.9,0.333,1.8,2.1,0.852,0.5,4.2,4.7,6.1,1.1,0.2,3.1,2.5,0.578,0.5,162.3,1.7,16.5,8.8,35.1,21.2,2,0.5,22.9,3.7,1.3,103.1,107.7,-4.6,145.4,16.1,0.26,2,0.4,0.2,6,7,0.462,0.1,0.5,0.5,0,"PG",218,76,"Undrafted",170.95
"104","Sheldon Mac","CLE",15,28.5,17.9,6.1,12.1,0.505,1,3.3,0.3,2.9,3.5,0.827,0.6,2.9,3.5,3.6,0.9,0.1,1.2,1.3,0.654,0.547,163.2,2.3,10.8,6.5,21,8.1,1.7,0.2,23.4,4.3,1.5,120,118.3,1.7,194.8,21.3,0.247,3,0.8,0.3,5,10,0.333,1,0.1,1.1,0,"SG",201,78,"Undrafted",248.25
"105","Will Magnay","ERI",10,22.2,9.1,3.4,5.9,0.576,0.3,1,0.3,1.1,1.9,0.579,1.4,4,5.4,1.8,0.5,1.4,1.5,2.3,0.675,0.602,145.5,7.3,18,13,10.9,18.2,1.1,5.5,16,-1.3,1.5,111.8,107,4.9,94.1,16.6,0.121,1.2,0.3,0.3,8,2,0.8,0.2,0.3,0.5,0,"C",234,82,"Undrafted",97
"106","Karim Mane","LAK",15,22.3,5.5,2.4,7.1,0.34,0.3,2.7,0.098,0.3,0.7,0.364,1.3,3.9,5.2,2,0.8,0.1,2.1,1.7,0.374,0.358,80.1,6,17.5,12,12.8,22.4,1.8,0.5,18.8,-3.7,0.8,73.7,105.4,-31.8,61.6,4.9,0.113,0.9,0.4,0.1,9,6,0.6,-1.1,0.6,-0.5,0,"PG",205,76,"Undrafted",60
"107","Nico Mannion","SCW",9,33.1,19.3,6.9,17,0.405,3,8.2,0.365,1.9,2.4,0.773,0.7,2.8,3.4,6.9,1.8,0,3.8,2.7,0.535,0.493,154.3,2.3,8.3,5.5,36.3,17.3,2.6,0,29,2.5,1.1,101.2,111.9,-10.6,107.8,15.5,0.366,1.8,0.5,0.1,6,3,0.667,0,0.3,0.2,0,"PG",190,75,"Rnd 2",126.45
"108","Naji Marshall","ERI",12,26.9,15.5,5.8,11.9,0.49,1.8,5.3,0.349,1.3,1.9,0.696,0.8,4.6,5.4,1.6,1.3,0.2,2,2.2,0.607,0.566,153.4,3.4,16.5,10.4,9.2,13.6,2.2,0.5,24,-3.5,1.3,103,106.7,-3.7,120.4,16.6,0.18,0.8,0.6,0.2,9,3,0.75,0,0.5,0.5,0,"SF",220,79,"Undrafted",151.2
"109","Jeremiah Martin","LIN",15,31.8,18.5,7.3,15.5,0.474,0.7,3.2,0.229,2.1,2.8,0.762,0.6,3.1,3.7,5.1,2.4,0.7,3.3,2.5,0.555,0.498,146.5,2.1,10.5,6.4,29,16.4,3.8,2,28,0.5,1.2,99.3,110.5,-11.2,186.8,18.2,0.329,1.6,0.7,0.2,7,8,0.467,-0.2,0.5,0.3,0,"PG",185,75,"Undrafted",225.75
"110","K.J. Martin","RGV",10,31.5,17.5,7,14.6,0.479,0.5,3.6,0.139,2,3,0.667,3.2,8.2,11.4,1.8,0.8,1.9,2.4,1.9,0.55,0.497,128.5,10.2,25.5,17.9,9.2,13.1,1.2,5,24.5,-3.8,1.2,102.4,106.3,-3.9,159.3,20,0.218,0.8,0.3,0.2,4,6,0.4,0,0.5,0.5,0,"F",215,79,"Rnd 2",179.5
"111","C.J. Massinburg","LIN",14,22.9,10.9,3.4,7.1,0.475,1,2.1,0.467,1.9,2,0.964,1.5,3.3,4.8,2.3,0.4,0.1,1.1,0.9,0.683,0.545,190.6,7.4,15.7,11.6,15.3,12.6,0.9,0.6,17.7,1.7,1.5,120.9,117.3,3.6,140.3,17.5,0.147,2,0.4,0.3,7,7,0.5,0.6,0.1,0.7,0,"SG",205,77,"Undrafted",166.6
"112","Anthony Mathis","AUS",15,21.8,13,4,9.6,0.417,2.7,7.2,0.38,1.5,1.6,0.917,0.4,2.9,3.3,1.2,0.2,0.1,1.3,2.7,0.631,0.559,171.3,1.8,14.1,7.8,8.3,11.5,0.5,0.3,22.6,-2.5,1.4,108.2,115.2,-7,99,13.9,0.129,0.9,0.2,0.2,10,5,0.667,0.3,0.2,0.4,0,"SG",175,76,"Undrafted",117.75
"113","Charles Matthews","CLE",11,18.2,4.4,1.8,6,0.303,0,1.9,0,0.4,0.5,0.667,0.9,3.5,4.4,1.3,0.8,0.3,1,1.1,0.35,0.303,97,5.2,19.8,12.5,10.1,13.8,2.2,1.2,17.8,-0.9,0.7,73.4,111,-37.6,43.8,6.1,0.081,1.3,0.8,0.1,4,7,0.364,-0.6,0.2,-0.4,0,"SG",205,78,"Undrafted",46.2
"114","Selom Mawugbe","SCW",12,19,5.3,2.4,2.9,0.829,0,0,0,0.3,0.4,0.6,1.1,3.3,4.4,0.8,0.3,2.5,0.8,2.8,0.86,0.829,142.9,7.1,17.5,12.9,6.4,19.5,0.9,11.5,9.1,-1,1.8,139,102.9,36.1,96.9,18.7,0.083,1.1,0.4,0.1,8,4,0.667,0.4,0.4,0.9,0,"F",230,82,"Undrafted",87.6
"115","Tahjere McCall","LAK",15,27.5,11.9,4.2,8.7,0.485,0.7,2.4,0.306,1.5,1.9,0.821,1.7,5.7,7.4,3.3,1.1,0.5,2.3,2.9,0.625,0.527,161.2,6.4,20.7,13.8,18.5,19.3,2.1,1.7,18.8,-0.2,1.4,105.6,102.7,2.9,178.5,16.6,0.193,1.5,0.5,0.2,9,6,0.6,0.2,0.8,1,0,"G",190,76,"Undrafted",195
"116","Ray McCallum","GBO",15,24.7,9.8,3.7,10,0.373,1.1,3.1,0.348,0.7,0.9,0.786,0.3,2.7,3,5.1,0.8,0.2,1.5,0.7,0.471,0.427,150.7,1,11.1,5.9,31.5,12.3,1.5,0.7,20.1,7.7,1,99,115.8,-16.9,129,12.3,0.228,3.5,0.5,0.1,5,10,0.333,-0.1,0.2,0,0,"PG",191,75,"Rnd 2",149.25
"117","K.J. McDaniels","GBO",10,14.3,6.5,2.5,5.2,0.481,0.5,1.9,0.263,0.7,0.9,0.778,1.1,3,4.1,0.9,0.3,0.6,0.6,1.1,0.581,0.529,152.2,7.2,20.9,13.9,10.2,9.7,1,3.6,18.2,0,1.3,110.8,110.6,0.2,62.6,17.5,0.089,1.5,0.5,0.2,3,7,0.3,0.1,0.2,0.3,0,"GF",205,78,"Rnd 2",69.5
"118","Sean McDermott","MHU",6,30.8,17.8,6.8,15.5,0.441,2.3,7.3,0.318,1.2,1.3,0.875,2.2,2.3,4.5,1.5,0.5,0.3,0.8,1.3,0.554,0.516,163.4,7,8.4,7.7,7.3,4.9,0.8,1,23.3,0.5,1.2,113.3,117.9,-4.6,62.8,17.1,0.195,1.8,0.6,0.1,3,3,0.5,0.3,0,0.3,0,"SG",195,78,"Undrafted",74.7
"119","William McDowell-White","RGV",13,16.8,3.1,1,2.9,0.342,0.7,2.2,0.31,0.2,0.2,1,0.9,2.4,3.3,3.1,0.5,0.3,1.2,0.9,0.509,0.461,165.2,5.7,14.3,10,22.5,27.6,1.6,1.5,10.5,5.4,1.1,109.7,111.6,-1.9,75.6,11.4,0.098,2.7,0.5,0.1,8,5,0.615,0.1,0.2,0.3,0,"PG",185,77,"Undrafted",74.1
"120","Sam Merrill","MHU",5,28.9,11.2,4.4,12.6,0.349,2.2,6.4,0.344,0.2,1.2,0.167,1,3.4,4.4,3.4,1.8,0,1,2.8,0.427,0.437,86,3.1,11.6,7.1,18.5,7.1,2.9,0,20,4.3,0.9,96.6,104.7,-8,38.3,11.6,0.205,3.4,1.8,0.1,2,3,0.4,-0.1,0.3,0.2,0,"G",205,76,"Rnd 2",36.5
"121","Daxter Miles, Jr.","FWN",15,22,7.2,2.8,7.9,0.356,1.1,4.2,0.254,0.3,0.6,0.444,0.7,1.6,2.3,1.3,0.9,0.4,0.8,2,0.443,0.424,105.4,3.1,7.4,5.2,8.1,9,2,1.6,16.6,0.2,0.9,91.6,109.6,-18,57.1,8,0.1,1.6,1.2,0.1,6,9,0.4,-0.3,0.4,0.1,0,"G",200,75,"Undrafted",50.25
"122","Malcolm Miller","SLC",14,27.2,8.1,2.7,7.1,0.384,1.7,4.6,0.375,0.5,0.6,0.778,0.7,2.6,3.3,0.7,1.1,0.6,1.3,2.6,0.549,0.505,153.7,2.6,10.7,6.4,4.1,14.9,2,2,14.5,-3.1,1.1,93.2,111.3,-18.1,68.9,8.8,0.096,0.6,0.8,0.1,4,10,0.286,-0.3,0.4,0.1,0,"SF",203,78,"Undrafted",66.5
"123","Trhae Mitchell","RGV",11,8.7,1.3,0.5,1.6,0.333,0.2,0.7,0.25,0,0.1,0,0.4,1,1.4,0.7,0.6,0.5,0.3,0.7,0.38,0.389,58.3,4.3,11.8,8.1,10.1,14,3.6,5.6,9.5,2.5,0.8,96.1,104.2,-8.1,26.4,11,0.03,2.7,2.3,0.1,8,3,0.727,0,0.2,0.1,0,"F",195,78,"Undrafted",20.35
"124","Adam Mokoka","AUS",4,22.4,5.8,2,6.3,0.32,0.8,3.8,0.2,0.5,0.5,1,0.8,3.5,4.3,1.8,1,0.5,2.5,2.3,0.444,0.38,152,3.3,16.8,9.7,11.7,27.9,2.2,1.9,17.8,-6.2,0.9,70.9,109.2,-38.3,15.5,4.3,0.103,0.7,0.4,0.1,2,2,0.5,-0.3,0.1,-0.2,0,"SG",215,77,"Undrafted",14.6
"125","Matt Mooney","RAP",15,26.7,11.6,4.1,9.5,0.434,1.9,5.1,0.377,1.1,1.3,0.842,0.5,1.5,1.9,5.7,1.7,0.3,2.1,1.5,0.575,0.535,165.2,1.9,5.8,3.9,27.6,17.5,3,1.2,19.3,6.1,1.2,114.7,114.9,-0.2,155.1,16.8,0.219,2.7,0.8,0.1,12,3,0.8,0.6,0.2,0.8,0,"G",200,75,"Undrafted",175.5
"126","J.J. Moore","WES",8,21.7,10.3,3.6,7.3,0.5,1.5,4,0.375,0.8,1.3,0.6,1.3,3.3,4.5,1.1,0.3,0,0.8,2.3,0.657,0.603,147.5,5.8,16.3,10.8,7.5,8.8,0.6,0,17.2,0,1.4,120.2,118.3,1.9,60.3,15.5,0.116,1.5,0.3,0.2,4,4,0.5,0.3,0,0.3,0,"SF",215,78,"Undrafted",66.8
"127","Matt Morgan","RAP",13,22.2,7.4,2.4,5.9,0.403,1.3,3.8,0.34,0.7,1,0.692,0.2,2.1,2.2,3.5,0.7,0.1,1.2,1.7,0.58,0.513,143.5,0.8,9.8,5.4,19.8,16.2,1.5,0.4,14.4,5,1.2,111.3,115.7,-4.4,84.6,11,0.133,2.9,0.6,0.2,11,2,0.846,0.2,0.1,0.4,0,"G",174,74,"Undrafted",92.95
"128","Jaylen Morris","AUS",6,22.4,13.5,5.5,7.8,0.702,2,3,0.667,0.3,0.5,0.667,0.3,2.3,2.7,0.2,1,0.3,1.2,2.5,0.838,0.83,203.5,1.6,10.8,6.3,1.2,12.7,2.2,1.3,17.4,-4.8,1.7,135.3,116.3,19,51.6,22.6,0.139,0.1,0.9,0.1,1,5,0.167,0.4,0.1,0.4,0,"G",195,77,"Undrafted",66.6
"129","Ade Murkey","IWA",13,21.7,7.1,3,6.3,0.476,0.8,2.4,0.355,0.2,0.3,0.5,1,1.3,2.3,0.9,0.6,0.1,1,2.2,0.549,0.543,133,5,6.1,5.6,6.5,13.4,1.4,0.3,15,-1.8,1.1,101.8,118.2,-16.4,48.3,9.4,0.102,0.9,0.6,0,2,11,0.154,0,0,0,0,"SF",200,77,"Undrafted",50.05
"130","Jordan Murphy","IWA",14,16.9,4.2,1.6,4.1,0.379,0.1,0.4,0.167,0.5,1.4,0.368,1.6,4.1,5.7,1.9,0.6,0.9,0.9,1.9,0.445,0.388,91.4,10.2,25.1,17.9,15.7,15.3,1.7,4.7,14.5,2.3,1,95.2,106.9,-11.7,94.4,12.8,0.089,2.2,0.7,0.3,2,12,0.143,-0.1,0.4,0.2,0,"SF",250,78,"Undrafted",81.9
"131","Daishen Nix","IGN",15,26.5,8.8,3.2,8.3,0.384,0.4,2.3,0.176,1.3,1.9,0.714,0.8,4.5,5.3,5.3,1,0.2,2.9,1.6,0.481,0.408,127.5,3.4,17.9,10.9,27.5,23.8,1.8,0.7,19.5,2.4,1.1,90.4,111.1,-20.6,132.8,10.7,0.209,1.8,0.3,0.2,8,7,0.533,-0.6,0.4,-0.2,0,"GF",224,77,"Undrafted",148.5
"132","Shawn Occeus","RGV",15,25.7,6.4,2.2,6.3,0.351,1.1,4,0.283,0.5,0.7,0.636,0.9,2.6,3.5,1.7,1.1,0.3,0.7,2.6,0.486,0.441,127.1,3.4,10,6.8,8.3,9.2,2,1.1,11.9,1.7,1,102.4,111.6,-9.1,80.1,8.6,0.093,2.5,1.6,0.1,9,6,0.6,0,0.4,0.4,0,"SF",210,76,"Undrafted",72
"133","Elie Okobo","LIN",14,27.2,8.9,3.4,8.9,0.384,1,3.3,0.304,0.6,1.1,0.563,0.6,2.8,3.4,5.1,1.2,0.1,2.6,1.7,0.47,0.44,125.1,2.3,11.3,6.8,28.3,21.4,2.2,0.3,19.6,3,1,91.4,115.7,-24.3,102.5,9.8,0.225,2,0.5,0.1,6,8,0.429,-0.5,0.2,-0.3,0,"PG",190,75,"Rnd 2",112.7
"134","Tariq Owens","LIN",9,16.6,8.6,3.3,4.8,0.698,0.1,0.1,1,1.1,1.3,0.833,1.1,1.9,3,0.6,0.2,1.4,0.7,2.1,0.797,0.709,253.1,7.6,12.7,10.2,5.7,11.1,0.7,8.4,16.3,-1.8,1.8,133.1,114.9,18.2,67.5,22.2,0.102,0.8,0.3,0.3,4,5,0.444,0.4,0.1,0.5,0,"PF",205,82,"Undrafted",72.45
"135","James Palmer, Jr.","ACC",15,32.9,16.1,5.6,14.2,0.394,1.1,4.2,0.254,2.4,3.1,0.783,1.3,3.5,4.8,2.8,0.5,0.5,1.8,1.7,0.517,0.432,143.1,3.9,11.6,7.7,13.5,10.4,0.8,1.5,22.8,0.2,1.1,99.2,114,-14.8,140.8,12.3,0.218,1.6,0.3,0.2,5,10,0.333,-0.2,0.3,0.2,0,"G",207,77,"Undrafted",165
"136","Gary Payton II","RAP",13,21.9,10.8,4.7,8.5,0.555,0.4,2.2,0.179,0.7,1,0.692,1.4,4.2,5.6,2.6,2.5,0.7,1.6,3.2,0.609,0.577,142.5,6.7,20.3,13.6,16.9,15.4,5.6,3.1,20.1,0.6,1.3,114.5,102.6,11.9,146.9,23.4,0.164,1.6,1.6,0.1,10,3,0.769,0.4,0.6,1,0,"G",195,75,"Undrafted",159.25
"137","Elijah Pemberton","SCW",10,17.6,6.4,2.4,4.5,0.533,0.8,1.8,0.444,0.4,0.7,0.571,0.8,2,2.8,1,0.4,0,0.4,1.2,0.666,0.622,154.9,5.7,11.5,8.9,8.4,7.7,1.1,0,13.5,1.6,1.4,125.2,109,16.2,54.6,14.1,0.087,2.5,1,0.2,8,2,0.8,0.3,0.2,0.5,0,"SF",195,77,"Undrafted",62
"138","London Perrantes","AUS",14,25.1,6.7,2.6,7.5,0.343,1,3.4,0.292,0.4,0.4,1,0.3,1.6,1.9,5.6,1.4,0,1.8,1.7,0.438,0.41,163.5,1.2,6.9,4,30.3,18.9,2.7,0,16.1,8,0.9,96.9,113.2,-16.4,95.6,10.1,0.202,3.2,0.8,0,9,5,0.643,-0.2,0.3,0.1,0,"G",194,73,"Undrafted",98.7
"139","Reggie Perry","LIN",15,28.8,18.1,6.7,12.8,0.521,0.8,2.5,0.324,2.3,2.9,0.773,2.3,6.5,8.9,2.9,0.5,0.6,2.9,2.7,0.643,0.552,161.8,9,24.8,17,18.3,17.2,0.9,2,26.3,-3.5,1.4,105.9,113.1,-7.2,216.5,19.9,0.254,1,0.2,0.2,7,8,0.467,0.3,0.3,0.6,0,"F",250,80,"Rnd 2",257.25
"140","Dom Pointer","CLE",14,27.6,10.7,4,7.5,0.533,0.9,2.9,0.317,1.1,1.4,0.842,0.6,4.3,4.9,3.4,1.7,1.8,1.6,2.7,0.662,0.595,169.3,2.2,17,9.5,17.9,16.3,3.1,5.6,15.7,2.5,1.4,116.9,109.3,7.7,172.1,19.8,0.185,2.1,1.1,0.2,5,9,0.357,0.6,0.5,1,0,"SF",200,77,"Rnd 2",184.8
"141","Aleksej Pokusevski","OKL",13,25.2,7.9,3,9.6,0.312,1.3,4.8,0.27,0.3,0.5,0.571,1.5,5.8,7.3,4,0.8,1.1,3.7,1.5,0.402,0.38,115.3,5.8,21,13.8,20,27.3,1.5,3.6,21.5,-3.9,0.8,78.4,105.6,-27.2,102.1,7.3,0.16,1.1,0.2,0.1,7,6,0.538,-1,0.5,-0.5,0,"C",210,84,"Rnd 1",101.4
"142","Jordan Poole","SCW",11,33.4,22.4,7.2,15.9,0.451,2.4,7.3,0.325,3.5,3.8,0.929,0.7,4.5,5.3,3.6,0.5,0.2,4.5,3.5,0.636,0.526,170.5,2.6,14.1,8.8,18.5,20.2,0.7,0.5,29,-6.1,1.4,98.4,111.5,-13.1,123.5,13.6,0.279,0.8,0.1,0.2,8,3,0.727,-0.2,0.3,0.1,0,"SG",192,76,"Rnd 1",158.95
"143","Jontay Porter","MHU",9,16.8,7.4,2.9,8.4,0.342,0.8,4.2,0.184,0.6,1,0.556,1.4,3.2,4.7,1.2,1,1.2,1.1,1.4,0.419,0.388,108.2,8,21.5,14.1,11.2,11.1,2.9,6.5,24.9,-1.8,0.9,86.5,101,-14.5,55.9,14,0.104,1.1,0.9,0.1,3,6,0.333,-0.3,0.3,0,0,"PF",236,82,"Undrafted",51.3
"144","Kevin Porter, Jr.","RGV",15,36,24.1,8.6,19.2,0.448,2.6,8.1,0.32,2.6,3.3,0.78,1.3,5.2,6.5,7.2,1.5,0.4,4.7,1.5,0.582,0.516,154.8,3.6,14.3,9.1,32,18.6,2.1,0.9,29.9,0.2,1.3,103.9,110.1,-6.2,258.3,19.1,0.381,1.5,0.3,0.2,9,6,0.6,0.2,0.6,0.8,0,"SF",203,76,"Rnd 1",320.25
"145","Myles Powell","WES",13,28.1,17.8,6.2,13.9,0.448,2.8,6.4,0.446,1.4,1.7,0.818,0.2,3.1,3.3,4,1.7,0.2,2.5,2.3,0.606,0.55,171.1,0.8,11.7,6.1,22.3,14.8,2.9,0.7,26.2,0.4,1.3,105,112.6,-7.6,149,18.1,0.247,1.6,0.7,0.1,6,7,0.462,0.2,0.3,0.5,0,"SG",205,73,"Undrafted",182
"146","Raphiael Putney","IWA",10,15.3,7.4,2.8,6,0.467,0.5,2.3,0.217,0.7,1,0.7,1.5,3.7,5.2,0.9,0.6,1.1,1.3,2.3,0.575,0.508,138.4,10.3,24.5,17.6,8.8,16.8,1.9,6.3,21.2,-4.5,1.2,101.5,108.2,-6.7,69.5,17.9,0.09,0.7,0.5,0.2,3,7,0.3,0,0.2,0.2,0,"F",185,82,"Undrafted",68
"147","Trevelin Queen","RGV",15,20,10,4,8.7,0.458,1.3,4.7,0.282,0.4,0.6,0.667,1,1.3,2.3,1.2,1.2,0.1,1.1,1.9,0.556,0.534,140.6,5.1,6.6,5.9,9,11.2,2.9,0.6,21.4,-1.7,1.1,105.6,111,-5.4,85.4,15.2,0.125,1.1,1.1,0.1,9,6,0.6,0.1,0.3,0.4,0,"G",190,78,"Undrafted",95.25
"148","Ivan Rabb","DEL",15,16.2,5.3,2,3.6,0.556,0.1,0.4,0.333,0.7,0.9,0.769,1.9,3.9,5.7,1.3,0.9,0.6,0.7,2.9,0.67,0.574,165.8,11.4,26.4,18.5,11,14.3,2.6,3.5,12,1.3,1.5,127.1,102.9,24.2,116.6,18.8,0.08,2,1.3,0.2,10,5,0.667,0.5,0.5,0.9,0,"PF",220,82,"Rnd 2",108.75
"149","Jahmi'us Ramsey","ACC",12,21,9.8,3.5,9.8,0.356,1.1,4.8,0.224,1,1.2,0.857,0.5,2,2.5,0.9,0.6,0,1.3,1,0.471,0.411,143.7,2.4,10.4,6.3,7.2,10.8,1.4,0,24,-3.1,1,87.6,112.7,-25.2,44.3,7.9,0.119,0.7,0.5,0.1,3,9,0.25,-0.5,0.2,-0.3,0,"PG",195,75,"Rnd 2",57
"150","Levi Randolph","CLE",15,30.5,12.9,4.5,10,0.447,1.9,4.4,0.424,1.3,1.5,0.87,1,3,4,2.6,0.7,0.3,1.5,2.1,0.606,0.54,174,3.5,10.6,7,12.7,12.6,1.2,0.9,17.9,0.7,1.3,110.5,118.8,-8.4,138.1,13.9,0.179,1.7,0.5,0.2,5,10,0.333,0.4,0,0.5,0,"SG",208,77,"Undrafted",158.25
"151","Josh Reaves","RGV",15,24,12,4.4,9.2,0.478,1.9,5,0.387,0.8,1.1,0.75,1.5,2.8,4.3,2.7,1.1,0.3,1.5,2,0.621,0.583,161.5,6.5,11.6,9.1,16.3,13.2,2.2,0.9,19.6,1.3,1.3,118,110.8,7.2,148,18.7,0.17,1.8,0.7,0.1,9,6,0.6,0.7,0.4,1,0,"SG",214,77,"Undrafted",163.5
"152","Paul Reed, Jr.","DEL",15,31.5,22.3,9.6,16.3,0.588,1.6,3.6,0.444,1,1.3,0.789,4.6,7.2,11.8,2.3,1.9,1.8,2.6,4.1,0.659,0.637,182.2,14.4,25.3,19.5,13.1,13.3,2.9,5.4,25.8,-3.2,1.4,121.2,101.1,20.1,314.1,30.6,0.285,0.9,0.7,0.1,10,5,0.667,1.4,1,2.4,0,"F",218,80,"Rnd 2",348
"153","Isaiah Reese","SCW",14,22.4,8.3,3.1,7.1,0.44,1.1,3,0.381,0.6,0.9,0.692,0.3,3.4,3.6,4.5,1,0.1,2.1,2,0.549,0.52,151.3,1.5,15.1,8.9,30,22.1,2.2,0.6,19.4,3.9,1.2,103.3,106,-2.7,110.4,13.6,0.195,2.1,0.5,0.1,11,3,0.786,0.1,0.5,0.6,0,"F",185,77,"Undrafted",126
"154","Nate Renfro","AUS",15,24.9,4.4,1.8,4.3,0.422,0.2,1.3,0.15,0.3,0.8,0.417,1.9,3.3,5.3,3.8,1.4,1.9,1.7,3.3,0.476,0.445,98.9,7.8,14.1,10.9,19.9,27.3,2.8,6.8,10.9,3.2,1,100,105,-5,135.5,13.7,0.138,2.2,0.8,0.2,10,5,0.667,-0.1,0.6,0.6,0,"SF",202,80,"Undrafted",102
"155","Cam Reynolds","AUS",14,29,16.1,6,14.6,0.412,2.2,6.6,0.337,1.1,1.3,0.833,1.1,3.4,4.6,1.5,0.6,0.4,1.7,2,0.531,0.488,158.2,3.9,12.4,8.1,8.2,10.2,1,1.3,24.7,-2.5,1.1,97.8,114,-16.3,114.3,12.5,0.186,0.9,0.3,0.1,9,5,0.643,-0.2,0.3,0,0,"F",225,79,"Undrafted",137.9
"156","Nick Richards","GBO",9,26.3,17,5.9,11.3,0.52,0.8,1.6,0.5,2.7,3.3,0.8,3.7,6.7,10.3,0.9,0.4,3,2.6,2.6,0.664,0.554,182,13.1,26.2,19.3,5.7,16.6,0.8,9.6,24.4,-7.3,1.5,107.5,108.2,-0.7,147.8,24.3,0.172,0.3,0.2,0.3,3,6,0.333,0.2,0.3,0.5,0,"C",245,84,"Rnd 2",154.35
"157","Malachi Richardson","CLE",14,19.9,8.4,2.7,6.7,0.404,1.9,4.3,0.45,0.6,1,0.571,0.4,2.6,2.9,1.2,0.5,0,0.9,1.9,0.589,0.548,142.6,1.9,13.8,7.9,8.9,10.7,1.3,0,18.1,-0.2,1.3,105.2,118.4,-13.1,72.8,11.7,0.099,1.4,0.6,0.1,5,9,0.357,0.1,0,0.1,0,"SF",205,78,"Rnd 1",79.8
"158","Grant Riller","GBO",11,25.7,13.1,4.5,9.3,0.49,2.2,4.7,0.462,1.2,1.4,0.867,0.3,1.5,1.7,3.5,1.1,0.2,2.3,0.8,0.663,0.608,181.8,1,5.7,3.3,21.2,18.7,2,0.6,19.6,0.1,1.4,109.7,116.8,-7,99.4,15.5,0.206,1.5,0.5,0.1,4,7,0.364,0.3,0.1,0.3,0,"SG",195,72,"Rnd 2",124.85
"159","Jeff Roberson","GBO",11,20.8,8,3.2,6,0.53,0.8,1.8,0.45,0.5,0.9,0.5,1.2,2.7,3.9,1.2,0.5,0,1,2.5,0.625,0.598,148,5.4,13.2,9.2,8.6,13.5,1,0,14.7,-1,1.3,111.4,117,-5.6,63.8,12.3,0.112,1.2,0.5,0.2,4,7,0.364,0.2,0.1,0.3,0,"F",220,78,"Undrafted",69.3
